"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","orig.id"
"13",2013,6,3,1725,1645,40,1924,1851,33,"DL",1473,"N301NB","LGA","MEM",136,963,16,45,2013-06-03 16:00:00,"31889"
"14",2013,4,8,1456,1500,-4,1740,1801,-21,"DL",2181,"N648DL","LGA","MCO",127,950,15,0,2013-04-08 15:00:00,"24387"
"15",2013,3,18,2049,1825,144,2346,2049,177,"DL",1715,"N374NW","LGA","MSY",175,1183,18,25,2013-03-18 18:00:00,"21586"
"16",2013,4,23,656,700,-4,1012,1009,3,"DL",2003,"N967DL","LGA","MIA",155,1096,7,0,2013-04-23 07:00:00,"26372"
"17",2013,5,24,808,815,-7,1139,1122,17,"DL",269,"N940DL","JFK","MIA",157,1089,8,15,2013-05-24 08:00:00,"30528"
"18",2013,12,26,1553,1559,-6,1819,1843,-24,"DL",847,"N916DE","LGA","ATL",121,762,15,59,2013-12-26 15:00:00,"14963"
"19",2013,2,7,1700,1700,0,1946,1935,11,"DL",2042,"N3732J","EWR","ATL",121,746,17,0,2013-02-07 17:00:00,"16521"
"20",2013,3,6,1600,1545,15,1808,1824,-16,"DL",95,"N3752","JFK","ATL",100,760,15,45,2013-03-06 15:00:00,"19912"
"21",2013,4,20,805,805,0,1127,1105,22,"DL",1109,"N923DL","LGA","TPA",177,1010,8,5,2013-04-20 08:00:00,"25981"
"22",2013,7,24,1540,1545,-5,1804,1806,-2,"DL",1942,"N304DQ","EWR","ATL",112,746,15,45,2013-07-24 15:00:00,"38866"
"23",2013,5,11,1154,1200,-6,1421,1432,-11,"DL",1947,"N3742C","LGA","ATL",121,762,12,0,2013-05-11 12:00:00,"28844"
"24",2013,5,21,654,700,-6,957,1007,-10,"DL",2003,"N982DL","LGA","MIA",160,1096,7,0,2013-05-21 07:00:00,"30108"
"25",2013,5,22,1951,1925,26,2353,2253,60,"DL",1643,"N6708D","JFK","SEA",322,2422,19,25,2013-05-22 19:00:00,"30363"
"26",2013,12,25,1143,1145,-2,1440,1501,-21,"DL",1648,"N922DL","LGA","FLL",154,1076,11,45,2013-12-25 11:00:00,"14798"
"27",2013,10,6,1656,1700,-4,1943,2008,-25,"DL",706,"N398DA","JFK","AUS",206,1521,17,0,2013-10-06 17:00:00,"4419"
"28",2013,9,18,1617,1625,-8,1737,1756,-19,"DL",402,"N353NB","JFK","BOS",46,187,16,25,2013-09-18 16:00:00,"46491"
"29",2013,6,26,1435,1435,0,1607,1640,-33,"DL",1819,"N911DL","LGA","MSP",134,1020,14,35,2013-06-26 14:00:00,"35036"
"30",2013,1,31,1232,1240,-8,1436,1445,-9,"DL",1131,"N322NB","LGA","DTW",86,502,12,40,2013-01-31 12:00:00,"3613"
"31",2013,3,7,1103,1100,3,1400,1414,-14,"DL",1275,"N3750D","JFK","SLC",278,1990,11,0,2013-03-07 11:00:00,"20003"
"32",2013,3,1,1908,1910,-2,2215,2232,-17,"DL",2159,"N3751B","JFK","MCO",156,944,19,10,2013-03-01 19:00:00,"19286"
"33",2013,11,7,654,700,-6,1023,1023,0,"DL",472,"N197DN","JFK","LAX",354,2475,7,0,2013-11-07 07:00:00,"8571"
"34",2013,9,25,1455,1459,-4,1754,1734,20,"DL",2347,"N986DL","LGA","ATL",116,762,14,59,2013-09-25 14:00:00,"47395"
"35",2013,3,29,1645,1645,0,1935,2008,-33,"DL",1394,"N3762Y","JFK","PDX",328,2454,16,45,2013-03-29 16:00:00,"23060"
"36",2013,7,19,245,2000,405,505,2310,355,"DL",2391,"N929DL","JFK","TPA",125,1005,20,0,2013-07-19 20:00:00,"38090"
"37",2013,12,16,1026,1030,-4,1240,1254,-14,"DL",838,"N364NB","EWR","ATL",114,746,10,30,2013-12-16 10:00:00,"13580"
"38",2013,4,7,1854,1855,-1,2015,2043,-28,"DL",1129,"N315NB","LGA","PIT",60,335,18,55,2013-04-07 18:00:00,"24294"
"39",2013,6,8,828,830,-2,1050,1048,2,"DL",1731,"N306DQ","JFK","ATL",115,760,8,30,2013-06-08 08:00:00,"32503"
"40",2013,2,12,605,610,-5,801,817,-16,"DL",1919,"N320US","LGA","MSP",148,1020,6,10,2013-02-12 06:00:00,"17029"
"41",2013,4,21,1930,1900,30,2306,2256,10,"DL",1465,"N624AG","JFK","SFO",352,2586,19,0,2013-04-21 19:00:00,"26213"
"42",2013,7,7,1604,1535,29,1909,1901,8,"DL",2280,"N382DA","JFK","FLL",151,1069,15,35,2013-07-07 15:00:00,"36482"
"43",2013,2,17,1537,1540,-3,1852,1909,-17,"DL",1411,"N357NW","JFK","FLL",165,1069,15,40,2013-02-17 15:00:00,"17699"
"44",2013,12,19,1651,1600,51,1928,1909,19,"DL",437,"N391DA","JFK","MCO",131,944,16,0,2013-12-19 16:00:00,"14028"
"45",2013,6,4,2100,2100,0,2313,2327,-14,"DL",1247,"N365NW","LGA","ATL",102,762,21,0,2013-06-04 21:00:00,"32062"
"46",2013,8,1,957,1000,-3,1330,1319,11,"DL",1765,"N709TW","JFK","SFO",365,2586,10,0,2013-08-01 10:00:00,"39951"
"47",2013,7,9,709,700,9,947,1004,-17,"DL",763,"N174DN","JFK","LAX",305,2475,7,0,2013-07-09 07:00:00,"36692"
"48",2013,6,5,1045,1051,-6,1346,1405,-19,"DL",1903,"N989DL","LGA","SRQ",155,1047,10,51,2013-06-05 10:00:00,"32110"
"49",2013,3,11,1409,1415,-6,1639,1631,8,"DL",935,"N346NB","EWR","ATL",119,746,14,15,2013-03-11 14:00:00,"20574"
"50",2013,3,16,711,715,-4,903,916,-13,"DL",831,"N967DL","LGA","DTW",91,502,7,15,2013-03-16 07:00:00,"21215"
"51",2013,7,21,1513,1515,-2,1949,1816,93,"DL",2181,"N997DL","LGA","MCO",148,950,15,15,2013-07-21 15:00:00,"38432"
"52",2013,9,29,1440,1440,0,1641,1642,-1,"DL",1819,"N904DL","LGA","MSP",149,1020,14,40,2013-09-29 14:00:00,"47904"
"53",2013,10,9,1545,1545,0,1756,1819,-23,"DL",843,"N3768","JFK","ATL",102,760,15,45,2013-10-09 15:00:00,"4819"
"54",2013,6,17,1525,1459,26,1813,1737,36,"DL",451,"N673DL","LGA","ATL",111,762,14,59,2013-06-17 14:00:00,"33783"
"55",2013,12,6,811,815,-4,1118,1114,4,"DL",2596,"N696DL","JFK","LAS",340,2248,8,15,2013-12-06 08:00:00,"12328"
"56",2013,5,8,1901,1800,61,2145,2115,30,"DL",17,"N187DN","JFK","LAX",305,2475,18,0,2013-05-08 18:00:00,"28497"
"57",2013,1,6,1452,1452,0,1713,1655,18,"DL",1231,"N944DL","LGA","DTW",86,502,14,52,2013-01-06 14:00:00,"674"
"58",2013,1,29,1738,1745,-7,2000,1953,7,"DL",2331,"N968DL","LGA","DTW",98,502,17,45,2013-01-29 17:00:00,"3414"
"59",2013,8,9,1510,1515,-5,1812,1816,-4,"DL",2181,"N967DL","LGA","MCO",126,950,15,15,2013-08-09 15:00:00,"41109"
"60",2013,3,24,1901,1905,-4,2138,2139,-1,"DL",1097,"N301NB","JFK","MSY",182,1182,19,5,2013-03-24 19:00:00,"22389"
"61",2013,2,15,1128,1135,-7,1457,1446,11,"DL",950,"N361NW","LGA","FLL",189,1076,11,35,2013-02-15 11:00:00,"17443"
"62",2013,4,30,1851,1855,-4,2112,2134,-22,"DL",73,"N191DN","JFK","ATL",105,760,18,55,2013-04-30 18:00:00,"27429"
"63",2013,7,13,855,900,-5,1120,1156,-36,"DL",120,"N710TW","JFK","LAX",290,2475,9,0,2013-07-13 09:00:00,"37278"
"64",2013,7,9,2057,1910,107,2340,2238,62,"DL",1091,"N326NB","JFK","SAT",192,1587,19,10,2013-07-09 19:00:00,"36813"
"65",2013,8,26,858,859,-1,1110,1137,-27,"DL",1747,"N994DL","LGA","ATL",103,762,8,59,2013-08-26 08:00:00,"43443"
"66",2013,12,18,1030,1030,0,1244,1254,-10,"DL",838,"N981AT","EWR","ATL",111,746,10,30,2013-12-18 10:00:00,"13840"
"67",2013,12,3,1432,1350,42,1742,1706,36,"DL",2517,"N324NB","LGA","MIA",157,1096,13,50,2013-12-03 13:00:00,"11976"
"68",2013,8,15,1618,1545,33,1825,1814,11,"DL",1705,"N348NB","LGA","MSY",161,1183,15,45,2013-08-15 15:00:00,"41964"
"69",2013,9,19,743,745,-2,954,1001,-7,"DL",807,"N357NW","EWR","ATL",102,746,7,45,2013-09-19 07:00:00,"46552"
"70",2013,12,12,1807,1800,7,2047,2046,1,"DL",2147,"N938DL","LGA","ATL",113,762,18,0,2013-12-12 18:00:00,"13155"
"71",2013,6,12,1737,1735,2,2056,2108,-12,"DL",1543,"N711ZX","JFK","SEA",324,2422,17,35,2013-06-12 17:00:00,"33124"
"72",2013,12,29,648,655,-7,946,1011,-25,"DL",1879,"N904DL","LGA","FLL",154,1076,6,55,2013-12-29 06:00:00,"15316"
"73",2013,9,18,1758,1754,4,1947,1955,-8,"DL",1321,"N338NW","EWR","MSP",142,1008,17,54,2013-09-18 17:00:00,"46506"
"74",2013,3,31,1233,1240,-7,1418,1434,-16,"DL",1544,"N978DL","EWR","DTW",86,488,12,40,2013-03-31 12:00:00,"23278"
"75",2013,9,22,1944,1900,44,2211,2131,40,"DL",2454,"N3741S","JFK","DEN",217,1626,19,0,2013-09-22 19:00:00,"47043"
"76",2013,2,15,1653,1655,-2,2010,2029,-19,"DL",706,"N369NB","JFK","AUS",235,1521,16,55,2013-02-15 16:00:00,"17485"
"77",2013,12,6,1527,1530,-3,1853,1903,-10,"DL",417,"N197DN","JFK","LAX",364,2475,15,30,2013-12-06 15:00:00,"12380"
"78",2013,8,25,1625,1620,5,1851,1935,-44,"DL",706,"N3773D","JFK","AUS",180,1521,16,20,2013-08-25 16:00:00,"43356"
"79",2013,6,29,1202,1200,2,1440,1457,-17,"DL",863,"N191DN","JFK","LAX",312,2475,12,0,2013-06-29 12:00:00,"35448"
"80",2013,12,19,1033,1015,18,1239,1227,12,"DL",2319,"N3766","LGA","MSP",155,1020,10,15,2013-12-19 10:00:00,"13977"
"81",2013,5,27,1015,1020,-5,1145,1211,-26,"DL",1781,"N782NC","EWR","DTW",79,488,10,20,2013-05-27 10:00:00,"30894"
"82",2013,4,7,1634,1630,4,1848,1853,-5,"DL",1771,"N345NB","JFK","DTW",95,509,16,30,2013-04-07 16:00:00,"24266"
"83",2013,9,29,1829,1830,-1,2148,2142,6,"DL",1543,"N713TW","JFK","SEA",347,2422,18,30,2013-09-29 18:00:00,"47950"
"84",2013,9,16,657,705,-8,1008,1014,-6,"DL",2003,"N366NB","LGA","MIA",148,1096,7,5,2013-09-16 07:00:00,"46138"
"85",2013,9,16,1927,1925,2,2211,2248,-37,"DL",498,"N340NW","JFK","SAT",207,1587,19,25,2013-09-16 19:00:00,"46255"
"86",2013,7,10,1907,1805,62,2207,2040,87,"DL",569,"N3765","JFK","ATL",106,760,18,5,2013-07-10 18:00:00,"36933"
"87",2013,3,22,700,700,0,919,931,-12,"DL",1547,"N659DL","LGA","ATL",108,762,7,0,2013-03-22 07:00:00,"22026"
"88",2013,10,19,1939,1930,9,2247,2249,-2,"DL",795,"N3765","JFK","SLC",270,1990,19,30,2013-10-19 19:00:00,"6185"
"89",2013,4,29,1120,1130,-10,1430,1434,-4,"DL",2393,"N991DL","LGA","TPA",151,1010,11,30,2013-04-29 11:00:00,"27225"
"90",2013,11,9,1650,1650,0,1934,1947,-13,"DL",1585,"N338NB","LGA","MCO",130,950,16,50,2013-11-09 16:00:00,"8921"
"91",2013,8,23,554,600,-6,746,752,-6,"DL",731,"N368NB","LGA","DTW",88,502,6,0,2013-08-23 06:00:00,"43000"
"92",2013,10,30,1055,1100,-5,1333,1415,-42,"DL",2098,"N344NB","LGA","MIA",137,1096,11,0,2013-10-30 11:00:00,"7571"
"93",2013,12,12,1657,1700,-3,1950,2025,-35,"DL",2389,"N3771K","JFK","AUS",213,1521,17,0,2013-12-12 17:00:00,"13142"
"94",2013,6,17,627,630,-3,846,845,1,"DL",575,"N306DQ","EWR","ATL",103,746,6,30,2013-06-17 06:00:00,"33709"
"95",2013,3,7,1150,1145,5,1439,1451,-12,"DL",1174,"N321US","LGA","PBI",135,1035,11,45,2013-03-07 11:00:00,"20014"
"96",2013,8,21,1158,1200,-2,1428,1436,-8,"DL",1947,"N6709","LGA","ATL",116,762,12,0,2013-08-21 12:00:00,"42772"
"97",2013,4,10,1744,1725,19,2112,2036,36,"DL",1185,"N378DA","EWR","SLC",301,1969,17,25,2013-04-10 17:00:00,"24699"
"98",2013,2,25,1923,1929,-6,2231,2246,-15,"DL",1133,"N370NB","LGA","RSW",166,1080,19,29,2013-02-25 19:00:00,"18764"
"99",2013,11,23,944,950,-6,1240,1259,-19,"DL",1885,"N937DL","LGA","MCO",134,950,9,50,2013-11-23 09:00:00,"10722"
"100",2013,7,15,2144,2100,44,13,22,-9,"DL",2363,"N193DN","JFK","LAX",285,2475,21,0,2013-07-15 21:00:00,"37659"
"101",2013,8,11,1343,1347,-4,1639,1644,-5,"DL",1685,"N904DE","LGA","MCO",132,950,13,47,2013-08-11 13:00:00,"41369"
"102",2013,2,2,1258,1300,-2,1558,1608,-10,"DL",1185,"N3735D","EWR","SLC",283,1969,13,0,2013-02-02 13:00:00,"15897"
"103",2013,8,23,1449,900,349,1720,1120,360,"DL",485,"N314NB","EWR","ATL",107,746,9,0,2013-08-23 09:00:00,"43068"
"104",2013,9,30,1006,1005,1,1216,1214,2,"DL",2319,"N996DL","LGA","MSP",138,1020,10,5,2013-09-30 10:00:00,"48017"
"105",2013,6,19,820,825,-5,1055,1104,-9,"DL",857,"N3764D","JFK","SAN",316,2446,8,25,2013-06-19 08:00:00,"34017"
"106",2013,3,21,811,815,-4,1101,1115,-14,"DL",1167,"N308DE","JFK","TPA",147,1005,8,15,2013-03-21 08:00:00,"21900"
"107",2013,5,6,1909,1910,-1,2205,2231,-26,"DL",83,"N3754A","JFK","FLL",146,1069,19,10,2013-05-06 19:00:00,"28238"
"108",2013,5,25,1244,1250,-6,1419,1447,-28,"DL",1131,"N353NB","LGA","DTW",73,502,12,50,2013-05-25 12:00:00,"30694"
"109",2013,10,18,1327,1330,-3,1541,1553,-12,"DL",2043,"N337NB","JFK","ATL",114,760,13,30,2013-10-18 13:00:00,"6001"
"110",2013,11,13,1055,1100,-5,1349,1407,-18,"DL",1275,"N377DA","JFK","SLC",272,1990,11,0,2013-11-13 11:00:00,"9396"
"111",2013,7,5,2209,2000,129,51,2306,105,"DL",2391,"N907DL","JFK","TPA",132,1005,20,0,2013-07-05 20:00:00,"36269"
"112",2013,7,19,1906,1900,6,2143,2143,0,"DL",2454,"N3760C","JFK","DEN",216,1626,19,0,2013-07-19 19:00:00,"38214"
"113",2013,5,17,826,830,-4,1102,1128,-26,"DL",857,"N3757D","JFK","SAN",312,2446,8,30,2013-05-17 08:00:00,"29602"
"114",2013,2,16,1904,1910,-6,2224,2311,-47,"DL",1967,"N705TW","JFK","SFO",336,2586,19,10,2013-02-16 19:00:00,"17625"
"115",2013,5,7,1827,1829,-2,2007,2039,-32,"DL",2019,"N331NW","LGA","MSP",135,1020,18,29,2013-05-07 18:00:00,"28363"
"116",2013,4,10,1128,1135,-7,1454,1449,5,"DL",2044,"N906DL","LGA","MIA",141,1096,11,35,2013-04-10 11:00:00,"24647"
"117",2013,9,24,855,900,-5,1118,1119,-1,"DL",485,"N329NW","EWR","ATL",113,746,9,0,2013-09-24 09:00:00,"47223"
"118",2013,4,21,1158,1200,-2,1433,1438,-5,"DL",1947,"N633DL","LGA","ATL",118,762,12,0,2013-04-21 12:00:00,"26145"
"119",2013,1,3,1458,1500,-2,1730,1742,-12,"DL",2347,"N699DL","LGA","ATL",127,762,15,0,2013-01-03 15:00:00,"334"
"120",2013,4,6,1026,1030,-4,1302,1307,-5,"DL",1529,"N3737C","JFK","LAS",308,2248,10,30,2013-04-06 10:00:00,"24097"
"121",2013,5,5,850,850,0,1231,1248,-17,"DL",301,"N3754A","JFK","SJU",188,1598,8,50,2013-05-05 08:00:00,"28009"
"122",2013,4,2,704,705,-1,1002,1012,-10,"DL",1879,"N992DL","LGA","FLL",154,1076,7,5,2013-04-02 07:00:00,"23510"
"123",2013,11,22,824,830,-6,1041,1053,-12,"DL",1743,"N3737C","JFK","ATL",112,760,8,30,2013-11-22 08:00:00,"10579"
"124",2013,11,26,1025,1030,-5,1308,1305,3,"DL",1529,"N374DA","JFK","LAS",317,2248,10,30,2013-11-26 10:00:00,"11089"
"125",2013,8,5,1539,1545,-6,1845,1906,-21,"DL",1982,"N927DA","LGA","MIA",138,1096,15,45,2013-08-05 15:00:00,"40547"
"126",2013,2,13,1136,1140,-4,1457,1450,7,"DL",930,"N337NB","LGA","FLL",183,1076,11,40,2013-02-13 11:00:00,"17190"
"127",2013,6,16,1057,1100,-3,1311,1332,-21,"DL",1647,"N6707A","LGA","ATL",106,762,11,0,2013-06-16 11:00:00,"33612"
"128",2013,6,7,656,700,-4,935,950,-15,"DL",2285,"N330NW","LGA","MCO",135,950,7,0,2013-06-07 07:00:00,"32347"
"129",2013,11,22,1352,1351,1,1708,1702,6,"DL",1775,"N372NW","LGA","MIA",158,1096,13,51,2013-11-22 13:00:00,"10616"
"130",2013,8,9,1739,1735,4,2132,2108,24,"DL",1543,"N721TW","JFK","SEA",338,2422,17,35,2013-08-09 17:00:00,"41132"
"131",2013,11,27,1135,1130,5,1331,1344,-13,"DL",2219,"N998DL","LGA","MSP",148,1020,11,30,2013-11-27 11:00:00,"11233"
"132",2013,6,22,1754,1751,3,2005,2016,-11,"DL",884,"N647DL","LGA","DEN",205,1620,17,51,2013-06-22 17:00:00,"34513"
"133",2013,11,6,1906,1910,-4,2156,2209,-13,"DL",2159,"N934DL","JFK","MCO",133,944,19,10,2013-11-06 19:00:00,"8548"
"134",2013,1,16,1609,1610,-1,1928,1917,11,"DL",91,"N3753","JFK","LAS",325,2248,16,10,2013-01-16 16:00:00,"1877"
"135",2013,7,11,1518,1520,-2,1802,1805,-3,"DL",1773,"N378DA","JFK","LAS",292,2248,15,20,2013-07-11 15:00:00,"37040"
"136",2013,3,17,1830,1835,-5,2049,2040,9,"DL",2131,"N345NB","LGA","DTW",106,502,18,35,2013-03-17 18:00:00,"21430"
"137",2013,4,18,2137,2100,37,49,32,17,"DL",2363,"N721TW","JFK","LAX",324,2475,21,0,2013-04-18 21:00:00,"25823"
"138",2013,1,28,1650,1655,-5,1951,2029,-38,"DL",706,"N360NB","JFK","AUS",218,1521,16,55,2013-01-28 16:00:00,"3277"
"139",2013,12,22,858,900,-2,1223,1229,-6,"DL",422,"N187DN","JFK","LAX",341,2475,9,0,2013-12-22 09:00:00,"14384"
"140",2013,7,28,1515,1515,0,1929,1816,73,"DL",2181,"N914DL","LGA","MCO",138,950,15,15,2013-07-28 15:00:00,"39421"
"141",2013,4,13,1540,1545,-5,1807,1822,-15,"DL",2143,"N712TW","JFK","ATL",114,760,15,45,2013-04-13 15:00:00,"25083"
"142",2013,10,7,1457,1435,22,1826,1641,105,"DL",1819,"N930DL","LGA","MSP",144,1020,14,35,2013-10-07 14:00:00,"4538"
"143",2013,5,9,1209,815,234,1508,1122,226,"DL",269,"N929DL","JFK","MIA",148,1089,8,15,2013-05-09 08:00:00,"28577"
"144",2013,8,8,2110,1759,191,2353,2106,167,"DL",1585,"N936DL","LGA","MCO",119,950,17,59,2013-08-08 17:00:00,"41019"
"145",2013,8,23,1125,1135,-10,1314,1341,-27,"DL",2219,"N374NW","LGA","MSP",142,1020,11,35,2013-08-23 11:00:00,"43048"
"146",2013,1,26,1918,1920,-2,2210,2246,-36,"DL",83,"N3758Y","JFK","FLL",146,1069,19,20,2013-01-26 19:00:00,"3082"
"147",2013,1,18,2024,2000,24,2251,2243,8,"DL",1147,"N635DL","LGA","ATL",115,762,20,0,2013-01-18 20:00:00,"2176"
"148",2013,2,1,2028,1540,288,2338,1909,269,"DL",2027,"N370NW","JFK","FLL",155,1069,15,40,2013-02-01 15:00:00,"15848"
"149",2013,7,7,2022,1900,82,25,2132,173,"DL",947,"N911DL","LGA","ATL",108,762,19,0,2013-07-07 19:00:00,"36519"
"150",2013,6,2,658,700,-2,943,1007,-24,"DL",2003,"N916DL","LGA","MIA",145,1096,7,0,2013-06-02 07:00:00,"31663"
"151",2013,9,24,752,800,-8,1030,1050,-20,"DL",1959,"N397DA","JFK","MCO",126,944,8,0,2013-09-24 08:00:00,"47206"
"152",2013,5,10,1247,1250,-3,1505,1455,10,"DL",1131,"N946DL","LGA","DTW",92,502,12,50,2013-05-10 12:00:00,"28717"
"153",2013,9,2,2226,1835,231,4,2046,198,"DL",2019,"N319US","LGA","MSP",138,1020,18,35,2013-09-02 18:00:00,"44450"
"154",2013,10,19,1640,1637,3,1929,1935,-6,"DL",2471,"N380DA","EWR","SLC",270,1969,16,37,2013-10-19 16:00:00,"6163"
"155",2013,10,4,758,805,-7,1050,1108,-18,"DL",2395,"N355NB","LGA","PBI",135,1035,8,5,2013-10-04 08:00:00,"4111"
"156",2013,11,13,1818,1820,-2,2118,2150,-32,"DL",442,"N183DN","JFK","SEA",320,2422,18,20,2013-11-13 18:00:00,"9458"
"157",2013,12,10,1932,1935,-3,2234,2248,-14,"DL",1435,"N344NB","LGA","TPA",158,1010,19,35,2013-12-10 19:00:00,"12908"
"158",2013,11,12,1855,1850,5,2253,2159,54,"DL",1854,"N358NB","LGA","FLL",166,1076,18,50,2013-11-12 18:00:00,"9328"
"159",2013,11,21,1413,1415,-2,1626,1637,-11,"DL",673,"N998DL","EWR","ATL",114,746,14,15,2013-11-21 14:00:00,"10478"
"160",2013,8,18,1250,1250,0,1531,1547,-16,"DL",1375,"N385DN","JFK","SLC",258,1990,12,50,2013-08-18 12:00:00,"42345"
"161",2013,3,11,1213,1200,13,1443,1440,3,"DL",1947,"N932DL","LGA","ATL",122,762,12,0,2013-03-11 12:00:00,"20564"
"162",2013,11,15,1925,1930,-5,2143,2204,-21,"DL",2142,"N990AT","EWR","ATL",110,746,19,30,2013-11-15 19:00:00,"9753"
"163",2013,3,16,758,805,-7,1055,1105,-10,"DL",1109,"N937DL","LGA","TPA",145,1010,8,5,2013-03-16 08:00:00,"21218"
"164",2013,10,20,1600,1600,0,1902,1859,3,"DL",2459,"N378DA","JFK","MCO",143,944,16,0,2013-10-20 16:00:00,"6267"
"165",2013,8,21,654,700,-6,1007,1006,1,"DL",2003,"N906DL","LGA","MIA",150,1096,7,0,2013-08-21 07:00:00,"42724"
"166",2013,3,15,1318,1259,19,1535,1534,1,"DL",781,"N686DA","LGA","ATL",106,762,12,59,2013-03-15 12:00:00,"21128"
"167",2013,3,26,1200,1200,0,1443,1438,5,"DL",1947,"N673DL","LGA","ATL",111,762,12,0,2013-03-26 12:00:00,"22607"
"168",2013,4,2,624,629,-5,841,849,-8,"DL",575,"N340NB","EWR","ATL",114,746,6,29,2013-04-02 06:00:00,"23503"
"169",2013,3,16,1133,1145,-12,1345,1359,-14,"DL",401,"N326NB","EWR","ATL",113,746,11,45,2013-03-16 11:00:00,"21252"
"170",2013,7,6,1051,1100,-9,1331,1356,-25,"DL",2445,"N916DE","LGA","MCO",125,950,11,0,2013-07-06 11:00:00,"36314"
"171",2013,3,30,702,705,-3,945,1010,-25,"DL",1879,"N980DL","LGA","FLL",149,1076,7,5,2013-03-30 07:00:00,"23117"
"172",2013,8,14,1928,1910,18,2326,2238,48,"DL",1091,"N357NB","JFK","SAT",217,1587,19,10,2013-08-14 19:00:00,"41856"
"173",2013,4,2,1829,1835,-6,2030,2040,-10,"DL",2131,"N301NB","LGA","DTW",83,502,18,35,2013-04-02 18:00:00,"23611"
"174",2013,11,16,837,840,-3,1124,1146,-22,"DL",1109,"N360NB","LGA","TPA",147,1010,8,40,2013-11-16 08:00:00,"9788"
"175",2013,7,1,1426,1200,146,1526,1314,132,"DL",1006,"N341NB","JFK","BOS",36,187,12,0,2013-07-01 12:00:00,"35719"
"176",2013,6,11,1955,1910,45,2243,2237,6,"DL",1091,"N334NB","JFK","SAT",194,1587,19,10,2013-06-11 19:00:00,"33009"
"177",2013,7,10,657,700,-3,1007,1006,1,"DL",1415,"N668DN","JFK","SLC",271,1990,7,0,2013-07-10 07:00:00,"36834"
"178",2013,4,19,1854,1817,37,2131,2045,46,"DL",926,"N349NB","EWR","ATL",125,746,18,17,2013-04-19 18:00:00,"25939"
"179",2013,1,15,1637,1548,49,1908,1830,38,"DL",95,"N394DA","JFK","ATL",132,760,15,48,2013-01-15 15:00:00,"1768"
"180",2013,3,23,1027,1045,-18,1338,1407,-29,"DL",1873,"N309DE","LGA","EYW",168,1207,10,45,2013-03-23 10:00:00,"22191"
"181",2013,8,1,1907,1650,137,2113,1859,134,"DL",1473,"N336NB","LGA","MEM",142,963,16,50,2013-08-01 16:00:00,"40022"
"182",2013,1,24,1544,1545,-1,1750,1815,-25,"DL",1942,"N365NB","EWR","ATL",108,746,15,45,2013-01-24 15:00:00,"2801"
"183",2013,5,31,658,700,-2,934,950,-16,"DL",2285,"N311US","LGA","MCO",122,950,7,0,2013-05-31 07:00:00,"31406"
"184",2013,10,10,707,700,7,1004,1001,3,"DL",1879,"N342NB","LGA","FLL",148,1076,7,0,2013-10-10 07:00:00,"4890"
"185",2013,4,23,817,825,-8,1128,1122,6,"DL",1959,"N909DL","JFK","MCO",128,944,8,25,2013-04-23 08:00:00,"26392"
"186",2013,3,27,556,600,-4,833,830,3,"DL",461,"N687DL","LGA","ATL",111,762,6,0,2013-03-27 06:00:00,"22689"
"187",2013,4,7,1435,1200,155,1646,1438,128,"DL",1947,"N693DL","LGA","ATL",109,762,12,0,2013-04-07 12:00:00,"24242"
